,Unnamed: 0,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type,Rating,NumReviews
0,0,Аквапарк «Фэнтази»,Юго-Восточный административный округ,район Марьино,"Люблинская улица, дом 100",(495) 641-34-51,55.65463,37.739043,"бассейн «Медленная река», в аквапарке Фэнтази",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,aquapark,4.1,2317
1,1,Аквапарк «Комплекс водных развлечений Мореон»,Юго-Западный административный округ,район Ясенево,"Голубинская улица, дом 16",(495) 374-53-35,55.597246,37.527184000000005,волновой бассейн аквапарка Мореон,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,aquapark,4.4,11995
2,2,Аквапарк «Центр семейного отдыха «Карибия»,Восточный административный округ,район Перово,"Зелёный проспект, дом 10Б",(495) 095-75-75,55.74784399999999,37.778443,"главный бассейн плавательный в аквапарке №1, «Карибия»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,aquapark,4.5,8347
3,3,Дворец водных видов спорта «Лужники»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 4",(495) 637-03-60,55.712861979,37.559212881,"бассейн в аквапарке №1, «Медленная река»",07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,aquapark,4.5,2758
4,4,Аквапарк «Фэнтази»,Юго-Восточный административный округ,район Марьино,"Люблинская улица, дом 100",(495) 641-34-51,55.65463,37.739043,"бассейн «Буль-Буль», в аквапарке Фэнтази",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,aquapark,4.1,2317
5,5,Аквапарк «Фэнтази»,Юго-Восточный административный округ,район Марьино,"Люблинская улица, дом 100",(495) 641-34-51,55.65463,37.739043,"бассейн «Лягушатник», в аквапарке Фэнтази",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,aquapark,4.1,2317
6,6,Дворец водных видов спорта «Лужники»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 4",(495) 637-03-60,55.713043686000006,37.558075624,"бассейн в аквапарке №5, «Термобассейн»",07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,aquapark,4.5,2758
7,7,Дворец водных видов спорта «Лужники»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 4",(495) 637-03-60,55.712949804,37.558494049,"бассейн в аквапарке №2, «Волновой»",07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,aquapark,4.5,2758
8,8,Дворец водных видов спорта «Лужники»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 4",(495) 637-03-60,55.71278021,37.558612066,"бассейн в аквапарке №4, «Термобассейн»",07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,aquapark,4.5,2758
9,9,Дворец водных видов спорта «Лужники»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 4",(495) 637-03-60,55.713176937,37.558697896999995,"бассейн в аквапарке №3, «Термобассейн»",07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,aquapark,4.5,2758
10,10,Аквапарк «Центр семейного отдыха «Карибия»,Восточный административный округ,район Перово,"Зелёный проспект, дом 10Б",(495) 095-75-75,55.74784399999999,37.778443,"бассейн плавательный в аквапарке №2, «Карибия»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,aquapark,4.5,8347
11,11,Фитнес-клуб «Бионика (Зебра) Лефортово»,Юго-Восточный административный округ,район Лефортово,"улица Золоторожский Вал, дом 11, строение 27",(495) 175-25-55,55.748975396999995,37.700543472,бассейн в аквапарке,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,aquapark,3.8,30
12,12,Автодром «Картинг ЦАМК»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Сосновая аллея, дом 4, строение 3",(499) 735-75-92,55.981263,37.248266,автодром спортивный крытый,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,autodrome_close,4.7,112
13,13,Картинг-центр «МИКС»,Юго-Восточный административный округ,Южнопортовый район,"Шарикоподшипниковская улица, дом 13, строение 89",(495) 640-33-02,55.719672051,37.682267103,автодром спортивный крытый,14:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,13:00-23:55,13:00-23:55,autodrome_close,4.7,744
14,14,Картинг-центр «Зеленокарт»,Зеленоградский административный округ,район Крюково,"город Зеленоград, проектируемый проезд № 687, дом 15, строение 2",(495) 150-96-69,55.965829845,37.166571772,автодром спортивный крытый,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,10:00-23:00,10:00-23:00,autodrome_close,4.6,403
15,15,Автодром «Картинг-клуб «Ле Манс»,Центральный административный округ,Пресненский район,"2-я Магистральная улица, дом 9А, строение 1",(495) 505-02-27,55.758298,37.527008,автодром спортивный крытый,14:00-00:00,14:00-00:00,14:00-00:00,14:00-00:00,14:00-02:00,12:00-02:00,12:00-00:00,autodrome_close,4.6,625
16,16,Автодром «Картинг «Скай картинг»,Западный административный округ,район Филёвский Парк,"Багратионовский проезд, дом 5, строение 32",(495) 120-57-57,55.74275045899999,37.507953496,"автодром спортивный крытый, «Картинг арена»",12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,16:00-23:00,autodrome_close,4.6,470
17,17,Автодром «Лонато картинг»,Южный административный округ,Нагорный район,"Варшавское шоссе, дом 30А",(495) 445-41-00,55.680737494,37.618364293,автодром спортивный крытый,14:00-23:55,14:00-23:55,14:00-23:55,14:00-23:55,14:00-23:55,14:00-23:55,14:00-23:55,autodrome_close,4.7,510
18,18,Развлекательный центр «Капитолий»,Юго-Западный административный округ,район Котловка,"Севастопольский проспект, дом 11Е",(495) 937-04-40,55.687131568999995,37.603668779,"автодром спортивный крытый, «Юрейс картинг»",12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,10:00-23:55,10:00-23:55,autodrome_close,4.3,5108
19,19,Спортивный комплекс ТЦ «Авиапарк»,Северный административный округ,Хорошёвский район,"улица Авиаконструктора Микояна, дом 10А, строение 1",(495) 644-45-44,55.788803385,37.535425476,"автодром спортивный крытый, «Форза картинг»",09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,autodrome_close,-1.0,-1
20,20,Картинг «Форза ван картинг»,Западный административный округ,район Филёвский Парк,"улица Барклая, дом 6, строение 26",(495) 909-22-88,55.740435,37.505826699,"автодром спортивный крытый, «Картинг»",14:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,13:00-23:55,13:00-23:55,autodrome_close,-1.0,-1
21,21,Автодром «Блэк стар картинг»,Южный административный округ,Даниловский район,"Автозаводская улица, дом 18, корпус 1, сооружение 1",(495) 120-43-13,55.70508761399999,37.639987423,автодром спортивный крытый,10:00-23:55,10:00-23:55,10:00-23:55,10:00-23:55,10:00-23:55,10:00-02:00,10:00-02:00,autodrome_close,-1.0,-1
22,22,Автодром «Русская школа картинга «Пилот»,Северо-Восточный административный округ,район Северное Медведково,"проезд Шокальского, дом 52",(926) 772-88-89,55.88280021,37.669809601,"автодром спортивный открытый, «Русская школа картинга «Пилот»»",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,autodrome_open,4.5,398
23,23,Автодром «Русская спортивная компания»,Юго-Восточный административный округ,район Марьино,"улица Верхние Поля, владение 25А, строение 1",(495) 507-06-23,55.659768535,37.785303114,"автодром спортивный открытый, «Картингдром»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,autodrome_open,4.5,85
24,24,Автодром «Перово картинг»,Восточный административный округ,район Новогиреево,"улица Новотетёрки, дом 1",(495) 477-96-27,55.741172151,37.794244426,автодром спортивный открытый,закрыто,закрыто,14:00-20:00,14:00-20:00,14:00-20:00,15:00-20:00,15:00-20:00,autodrome_open,4.8,6
25,25,Центр технических видов спорта «Москва»,Юго-Восточный административный округ,район Печатники,"Курьяновская набережная, дом 17, строение 1",(495) 681-01-48,55.653547686,37.682724342,"автодром спортивный открытый №4, «Площадка для авто-мото занятий 150х150 м»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,autodrome_open,-1.0,-1
26,26,Центр технических видов спорта «Москва»,Юго-Восточный административный округ,район Печатники,"Курьяновская набережная, дом 17, строение 1",(495) 681-01-48,55.654255548,37.67443108,"автодром спортивный открытый №2, «Картинговая трасса»",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,autodrome_open,-1.0,-1
27,27,Центр технических видов спорта «Москва»,Юго-Восточный административный округ,район Печатники,"Курьяновская набережная, дом 17, строение 1",(495) 681-01-48,55.653620641,37.680059644,"автодром спортивный открытый №3, «Многофункциональная трасса»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,autodrome_open,-1.0,-1
28,28,Центр технических видов спорта «Москва»,Юго-Восточный административный округ,район Печатники,"Курьяновская набережная, дом 17, строение 1",(495) 681-01-48,55.654887027,37.680793624,"автодром спортивный открытый №6, «Площадка для авто-мото занятий 146х95 м»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,autodrome_open,-1.0,-1
29,29,Центр технических видов спорта «Москва»,Юго-Восточный административный округ,район Печатники,"Курьяновская набережная, дом 17, строение 1",(495) 681-01-48,55.654583728999995,37.676137309,"автодром спортивный открытый №5, «Площадка для авто-мото занятий 56х56 м»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,autodrome_open,-1.0,-1
30,30,Центр технических видов спорта «Москва»,Юго-Восточный административный округ,район Печатники,"Курьяновская набережная, дом 17, строение 1",(495) 681-01-48,55.652350158999994,37.678311377,"автодром спортивный открытый №1, «Мотокроссовая трасса»",10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,autodrome_open,-1.0,-1
31,31,Автодром Центра военно-патриотического воспитания молодежи,Юго-Восточный административный округ,район Кузьминки,"улица Заречье, дом 3А, строение 1",(495) 376-30-10,55.688151592,37.77133435,автодром спортивный открытый,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,autodrome_open,-1.0,-1
32,32,Автодром «Мототрек Терехово-13»,Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Нижние Мнёвники, дом 13",(916) 694-55-54,55.747443765,37.448023981,автодром спортивный открытый,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,autodrome_open,-1.0,-1
33,33,Автодром «Картинг «Скай картинг»,Западный административный округ,район Филёвский Парк,"Багратионовский проезд, дом 5, строение 32",(495) 120-57-57,55.74304853100001,37.50816539,"автодром спортивный открытый, «Картинг арена»",12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,12:00-23:55,16:00-23:00,autodrome_open,4.6,470
34,34,Школа мотокросса в Крылатском,Западный административный округ,район Крылатское,"Крылатская улица, дом 8, корпус 1",(495) 120-08-74,55.759062267,37.436354419,автодром спортивный открытый №2,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,autodrome_open,-1.0,-1
35,35,Школа мотокросса в Крылатском,Западный административный округ,район Крылатское,"Крылатская улица, дом 8, корпус 1",(495) 120-08-74,55.759455497,37.43390288,автодром спортивный открытый №1,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,autodrome_open,-1.0,-1
36,36,Школа мотокросса в Крылатском,Западный административный округ,район Крылатское,"Крылатская улица, дом 8, корпус 1",(495) 120-08-74,55.75956136600001,37.435764333,автодром спортивный открытый №3,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,autodrome_open,-1.0,-1
37,37,Спортивный комплекс «Алтуфьевский»,Северо-Восточный административный округ,Алтуфьевский район,"Инженерная улица, дом 5, корпус 1",(499) 900-90-18,55.879365655,37.578416167,бассейн плавательный 25-метровый крытый,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,10:00-21:15,10:00-21:15,pool_close,-1.0,-1
38,38,Фитнес-клуб «Ворлд Класс» Житная,Центральный административный округ,район Якиманка,"Житная улица, дом 14, строение 2",(495) 771-66-00,55.731530896,37.615727158,бассейн плавательный крытый,07:00-01:00,07:00-01:00,07:00-01:00,07:00-01:00,07:00-01:00,09:00-23:55,09:00-23:55,pool_close,4.7,198
39,39,Спортивный комплекс Московского государственного технического университета им Н.Э. Баумана,Центральный административный округ,Басманный район,"Госпитальная набережная, дом 4, строение 1",(499) 263-22-37,55.772210408,37.697757891,бассейн плавательный 50-метровый крытый,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,pool_close,4.4,1477
40,40,Бассейн Российского университета транспорта на Новосущевской,Северо-Восточный административный округ,район Марьина Роща,"Новосущёвская улица, дом 24, строение 1",(495) 684-21-35,55.790149853,37.604598499,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-22:00,10:00-22:00,pool_close,-1.0,-1
41,41,Фитнес-клуб «Ворлд Класс» Тульская,Южный административный округ,Донской район,"Варшавское шоссе, дом 12А",(495) 633-03-03,55.69709159,37.617859721,бассейн плавательный 25-метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,pool_close,4.7,188
42,42,Фитнес-клуб «Пирамида»,Юго-Западный административный округ,Академический район,"улица Дмитрия Ульянова, дом 31",(495) 128-89-69,55.684695469,37.585458055,бассейн плавательный крытый,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,08:00-00:00,08:00-00:00,pool_close,4.5,63
43,43,Спортивный комплекс «Акватория Тушино»,Северо-Западный административный округ,район Северное Тушино,"улица Вилиса Лациса, домовладение 8",(495) 681-01-48,55.865460793,37.427182454,бассейн плавательный 25-ти метровый крытый,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:45-22:45,07:45-22:45,pool_close,4.5,565
44,44,Спортивный комплекс «Аквамарин»,Северо-Западный административный округ,район Митино,"улица Рословка, домовладение 5",(495) 681-01-48,55.83141071399999,37.366581437,бассейн плавательный 25-ти метровый крытый,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:45-22:45,07:45-22:45,pool_close,4.5,397
45,45,"Спортивный комплекс «Косино», ул. Николая Старостина, д.8А",Восточный административный округ,район Косино-Ухтомский,"улица Николая Старостина, дом 8А",(495) 513-12-90,55.729769593,37.853329058,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.6,304
46,46,"Спортивный комплекс «Косино», ул. Николая Старостина, д.8А",Восточный административный округ,район Косино-Ухтомский,"улица Николая Старостина, дом 8А",(495) 513-12-90,55.729669696,37.85356241,бассейн плавательный площадью более 60 кв.м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.6,304
47,47,Бассейн «Касатка»,Восточный административный округ,район Ивановское,"улица Молостовых, дом 10А, строение 5",(495) 681-01-48,55.759760567,37.829637295,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,09:00-21:30,09:00-20:45,pool_close,4.5,306
48,48,Спортивный комплекс «Олимпия»,Восточный административный округ,район Новогиреево,"Фрязевская улица, дом 13А",(495) 681-01-48,55.74671077,37.826056677,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,09:00-21:00,09:00-21:00,pool_close,4.5,281
49,49,Спортивный комплекс «Вешняки»,Восточный административный округ,район Вешняки,"Косинская улица, дом 12Б",(495) 681-01-48,55.724707041,37.83375421,бассейн плавательный площадью более 60 кв. м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:30-21:30,08:30-21:30,pool_close,4.5,350
50,50,Спортивный комплекс «Вешняки»,Восточный административный округ,район Вешняки,"Косинская улица, дом 12Б",(495) 681-01-48,55.724705969,37.833718548,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:30-21:30,08:30-21:30,pool_close,4.5,350
51,51,Спортивный комплекс «Альбатрос»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 19А",(495) 681-01-48,55.723127563999995,37.898094554,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:30-21:30,08:30-21:30,pool_close,4.4,279
52,52,Фитнес-клуб «Х-Фит Алтуфьево»,Северо-Восточный административный округ,район Лианозово,"Угличская улица, дом 13, строение 1",(499) 682-72-66,55.901756039,37.565923199,бассейн плавательный 25-метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,08:00-23:00,08:00-23:00,pool_close,4.5,276
53,53,Спортивный комплекс «Есенинский (физкультурно-оздоровительный комплекс с бассейном),Юго-Восточный административный округ,район Кузьминки,"Есенинский бульвар, дом 9, корпус 2, строение 1",(499) 746-96-20,55.70061857899999,37.781521733000005,бассейн плавательный 25-метровый крытый,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,pool_close,4.6,115
54,54,Спортивный комплекс «Парус»,Юго-Восточный административный округ,район Выхино-Жулебино,"Привольная улица, дом 42",(495) 681-01-48,55.692336791,37.849479373,бассейн плавательный площадью более 60-ти кв.м крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,pool_close,4.4,369
55,55,"Спортивный комплекс «Меридиан», к.3",Юго-Восточный административный округ,Нижегородский район,"Рязанский проспект, дом 7, корпус 3",(495) 681-01-48,55.731813587,37.737579592,бассейн плавательный площадью более 60-ти кв.м крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close,-1.0,-1
56,56,Фитнес-клуб «Х-Фит Монарх»,Северный административный округ,район Беговой,"Ленинградский проспект, дом 31А, строение 1",(495) 232-40-22,55.783382236,37.560022674,бассейн плавательный 25-метровый крытый,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,08:00-23:00,08:00-23:00,pool_close,4.4,230
57,57,Спортивный комплекс «Альбатрос Внуково»,Западный административный округ,район Внуково,"Рассказовская улица, дом 31",(495) 681-01-48,55.613481902,37.310432124,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,pool_close,4.5,276
58,58,Бассейн «Жемчужина»,Северо-Западный административный округ,район Митино,"улица Генерала Белобородова, дом 29",(495) 794-41-08,55.832147983,37.356221445,бассейн плавательный 25-метровый крытый,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,08:00-21:00,pool_close,4.3,81
59,59,Бассейн «Жемчужина»,Северо-Западный административный округ,район Митино,"улица Генерала Белобородова, дом 29",(495) 794-41-08,55.832135907,37.356747158000005,бассейн плавательный крытый,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,08:00-21:00,pool_close,4.3,81
60,60,Спортивный комплекс «Бусиново»,Северный административный округ,район Западное Дегунино,"улица Маршала Федоренко, дом 14А",(495) 486-15-91,55.882459778999994,37.48966084,бассейн плавательный 25-метровый крытый,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,07:00-22:00,07:45-21:15,pool_close,4.6,114
61,61,Спортивный комплекс «Бескудниково»,Северный административный округ,Бескудниковский район,"Бескудниковский бульвар, дом 12А",(499) 488-51-64,55.862249424,37.563778426,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.7,78
62,62,Бассейн «Молния»,Северный административный округ,Дмитровский район,"Лобненская улица, дом 13А, строение 1",(495) 483-11-27,55.887209411,37.535087207,бассейн плавательный 25-метровый крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,07:30-22:00,07:30-22:00,pool_close,4.6,176
63,63,"Спортивный комплекс «Умка», д. 14, стр. 1",Северный административный округ,район Ховрино,"Левобережная улица, дом 14, строение 1",(495) 681-01-48,55.878607783,37.469727037,бассейн плавательный 25-метровый крытый,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,pool_close,-1.0,-1
64,64,Фитнес-клуб «Энигма»,Северо-Западный административный округ,район Хорошёво-Мнёвники,"Живописная улица, дом 21, строение 1",(499) 728-53-90,55.790019193,37.452886087,бассейн плавательный 50-метровый крытый,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,pool_close,-1.0,780
65,65,Спортивный комплекс «Восход Солнцево»,Западный административный округ,район Солнцево,"улица Щорса, дом 6",(495) 681-01-48,55.646734225,37.403217971,бассейн плавательный 25-ти метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.3,293
66,66,Физкультурно-оздоровительный комплекс с бассейном Московской теннисной академии,Западный административный округ,район Тропарёво-Никулино,"улица Коштоянца, дом 20",(495) 430-82-38,55.675248365,37.477167293,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,08:00-22:00,pool_close,4.5,28
67,67,Бассейн плавательный «ЦСиО «Самбо-70» отделение «Ясенево»,Юго-Западный административный округ,район Ясенево,"Вильнюсская улица, дом 6, корпус 1",(495) 427-95-41,55.6048187,37.519132777,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.3,28
68,68,Физкультурно-оздоровительный комплекс с бассейном «Спортивно-адаптивная школа»,Северо-Восточный административный округ,район Бибирево,"улица Корнейчука, дом 28, корпус 2",(495) 707-05-83,55.898884161999995,37.617800183,бассейн плавательный 25-метровый крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close,4.5,45
69,69,Физкультурно-оздоровительный комплекс «Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"улица Поляны, дом 35",(495) 716-40-27,55.550304601,37.548247623,"бассейн плавательный 25-метровый крытый, «Большой бассейн»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,-1.0,-1
70,70,Физкультурно-оздоровительный комплекс «Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"улица Поляны, дом 35",(495) 716-40-27,55.550380628,37.548574853000005,"бассейн плавательный площадью более 60 кв.м крытый, «Малый бассейн»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,-1.0,-1
71,71,Спортивный комплекс «Гармония»,Юго-Западный административный округ,Обручевский район,"улица Саморы Машела, дом 6, корпус 4",(495) 681-01-48,55.646871786999995,37.498637454,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,pool_close,4.9,26
72,72,Спортивный комплекс «Гармония»,Юго-Западный административный округ,Обручевский район,"улица Саморы Машела, дом 6, корпус 4",(495) 681-01-48,55.646741621,37.498945908,бассейн плавательный площадью более 60 кв. м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,pool_close,4.9,26
73,73,Спортивный комплекс «Полярная звезда»,Северо-Восточный административный округ,район Северное Медведково,"проезд Шокальского, дом 45, корпус 3",(495) 681-01-48,55.883565471,37.653666572,бассейн плавательный 25-метровый крытый,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,pool_close,4.4,509
74,74,Спортивный комплекс «Измайлово»,Восточный административный округ,район Северное Измайлово,"11-я Парковая улица, дом 49",(499) 463-54-66,55.80568430100001,37.803977087,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,-1.0,-1
75,75,Спортивный комплекс «Надежда»,Юго-Западный административный округ,Ломоносовский район,"улица Крупской, дом 1, корпус 1",(495) 681-01-48,55.680444783,37.529337355,бассейн плавательный площадью более 60 кв.м крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close,4.5,87
76,76,Фитнес-клуб «Х-Фит Правда»,Северный административный округ,район Беговой,"улица Правды, дом 21, строение 2",(495) 966-14-12,55.787831999,37.579999525,"бассейн плавательный крытый, детский",07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,09:00-22:00,09:00-22:00,pool_close,4.1,514
77,77,Фитнес-клуб «Сейнт Москоу Фитнес»,Северный административный округ,район Беговой,"3-я улица Ямского Поля, дом 2, корпус 4",(495) 323-94-34,55.782430613,37.581238813,бассейн плавательный 50-метровый крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close,4.4,21
78,78,Фитнес-клуб «Х-Фит Авиамоторная»,Юго-Восточный административный округ,район Лефортово,"Авиамоторная улица, дом 10, корпус 1",(495) 116-89-88,55.754053000000006,37.714604,бассейн плавательный 25-метровый крытый,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,08:00-23:00,08:00-23:00,pool_close,4.2,177
79,79,Бассейн «Орбита»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 6",(499) 735-17-55,55.987054963999995,37.226218234,бассейн плавательный 25-метровый крытый,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,pool_close,4.3,712
80,80,Бассейн плавательный «ЦСиО «Самбо-70» отделение «Юность»,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Бакулева, дом 5",(495) 438-89-55,55.640719788999995,37.483847878,бассейн плавательный 25-метровый крытый,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-21:00,pool_close,4.6,576
